objName,objID,raMean,decMean,raMeanErr,decMeanErr,nDetections,randomID,projectionID,skyCellID,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,epochMean,nStackDetections,ng,nr,ni,nz,ny,gQfPerfect,gMeanPSFMag,gMeanPSFMagErr,gMeanKronMag,gMeanKronMagErr,gMeanApMag,gMeanApMagErr,gFlags,rQfPerfect,rMeanPSFMag,rMeanPSFMagErr,rMeanKronMag,rMeanKronMagErr,rMeanApMag,rMeanApMagErr,rFlags,iQfPerfect,iMeanPSFMag,iMeanPSFMagErr,iMeanKronMag,iMeanKronMagErr,iMeanApMag,iMeanApMagErr,iFlags,zQfPerfect,zMeanPSFMag,zMeanPSFMagErr,zMeanKronMag,zMeanKronMagErr,zMeanApMag,zMeanApMagErr,zFlags,yQfPerfect,yMeanPSFMag,yMeanPSFMagErr,yMeanKronMag,yMeanKronMagErr,yMeanApMag,yMeanApMagErr,yFlags,Ang Sep (')
b'PSO J103702.333-274050.166',b'74781592596083791',159.259675,-27.6805833333,0.045,0.068,12,0.485526368474,750,2,302309376,36,b'',b'',,,55599.6930324,0,1,1,1,7,2,0.999,22.17,0.206,22.167,0.309,22.77,0.206,280,0.926,21.209,0.19,,,22.464,0.19,280,0.998,20.712,0.145,21.132,0.303,21.138,0.145,272,0.999,20.125,0.033,20.198,0.093,20.1,0.076,280,0.998,19.836,0.092,,,19.84,0.066,280,9.323
b'PSO J103655.896-273718.012',b'74851592328764237',159.23285,-27.6216444444,0.057,0.057,6,0.676213435527,750,2,436363264,52,b'10 36 55.896',b'-27 37 17.91',0.001,0.001,56418.8839352,2,0,0,4,2,0,,,,,,,,16416,,,,,,,,16416,0.999,21.297,0.11,21.041,0.117,20.821,0.32,16892216,0.999,20.726,0.057,20.468,0.287,20.478,0.02,115000,,,,,,,,16416,9.323
b'PSO J103655.732-273706.049',b'74851592322818172',159.232220833,-27.6183472222,0.184,0.184,2,0.470386113478,750,2,268959744,32,b'',b'',,,56358.4489583,0,2,0,0,0,0,0.699,21.928,0.254,,,22.69,0.083,4120,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,9.323
b'PSO J103702.329-274050.195',b'74781592598823476',159.259654167,-27.6805888889,0.025,0.029,19,0.688846093313,750,2,436527104,52,b'10 37 02.330',b'-27 40 50.20',0.001,0.001,56411.2540394,5,0,0,8,6,5,,,,,,,,114720,,,,,,,,114720,0.999,20.685,0.035,20.779,0.069,20.648,0.114,115000,0.999,20.103,0.081,20.086,0.087,19.934,0.068,115000,1.0,19.771,0.037,19.561,0.161,19.473,0.075,115000,9.324
b'PSO J103721.626-272659.781',b'75061593401180119',159.340075,-27.4499333333,0.357,0.357,2,0.0725440243935,750,12,302067712,36,b'',b'',,,56628.6511458,0,0,0,1,0,1,,,,,,,,0,,,,,,,,0,0.849,20.196,0.292,,,,,4112,,,,,,,,0,0.999,19.678,0.356,,,,,272,9.326
b'PSO J103808.885-272928.585',b'75011595369980803',159.536966667,-27.4912805556,0.133,0.133,2,0.00016039982453,750,11,436285440,52,b'10 38 08.879',b'-27 29 28.57',0.001,0.001,55979.1564005,3,0,0,1,1,0,,,,,,,,16416,,,,,,,,16416,0.998,21.735,0.177,21.569,0.262,21.517,0.177,115000,0.997,21.19,0.199,,,22.19,0.199,115000,,,,,,,,114720,9.331
b'PSO J103708.104-272855.792',b'75021592837451825',159.283729167,-27.4821611111,0.068,0.068,2,0.268382055935,750,12,310456320,37,b'',b'',,,56089.2586343,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.999,19.674,0.052,18.992,0.028,18.94,0.014,16777496,,,,,,,,0,9.332
b'PSO J103658.587-273919.671',b'74811592441383833',159.244058333,-27.6554527778,0.015,0.013,75,0.0288267163828,750,2,436527104,52,b'10 36 58.588',b'-27 39 19.67',0.001,0.001,56017.2813079,5,14,14,16,15,16,1.0,19.815,0.012,19.958,0.02,19.906,0.031,115000,1.0,18.959,0.012,19.094,0.017,18.996,0.014,115000,1.0,18.586,0.005,18.71,0.008,18.608,0.006,115000,1.0,18.41,0.011,18.558,0.021,18.438,0.019,115000,1.0,18.33,0.018,18.476,0.04,18.378,0.034,115000,9.334
b'PSO J103740.208-274457.686',b'74701594175791022',159.417495833,-27.7493555556,0.032,0.035,20,0.147757974591,750,1,436527104,52,b'10 37 40.210',b'-27 44 57.74',0.001,0.001,56132.3042593,8,0,0,8,11,1,,,,,,,,16416,,,,,,,,114720,1.0,21.039,0.074,21.357,0.242,21.678,0.25,115000,1.0,20.368,0.072,20.661,0.098,20.733,0.124,115000,0.999,19.995,0.158,,,22.008,0.158,115000,9.334
b'PSO J103751.437-272651.330',b'75061594643723177',159.464283333,-27.4475972222,0.015,0.014,46,0.216640146651,750,11,436527104,52,b'10 37 51.437',b'-27 26 51.33',0.001,0.001,56074.2965162,5,7,6,11,11,11,0.999,21.403,0.03,21.173,0.058,21.27,0.105,115000,1.0,20.37,0.037,20.311,0.097,20.266,0.109,115000,1.0,19.811,0.018,19.724,0.051,19.62,0.03,16892216,0.999,19.591,0.024,19.423,0.052,19.382,0.042,115000,1.0,19.203,0.065,19.015,0.129,18.827,0.073,16892216,9.334
b'PSO J103752.968-274419.051',b'74711594705963660',159.470658333,-27.7386305556,0.021,0.021,6,0.241489861385,750,1,436363264,52,b'10 37 52.968',b'-27 44 19.26',0.001,0.001,56059.5149074,1,0,1,0,5,0,,,,,,,,16416,0.292,18.722,0.043,,,19.895,0.043,20536,,,,,,,,16416,0.998,19.104,0.027,19.053,0.055,18.942,0.029,16892216,,,,,,,,16416,9.336
b'PSO J103748.920-274437.449',b'74701594537887877',159.453791667,-27.7437583333,0.077,0.077,7,0.376750292607,750,1,436363264,52,b'10 37 48.961',b'-27 44 37.55',0.001,0.001,56123.5497917,3,0,5,2,0,0,,,,,,,,16416,0.999,21.581,0.098,21.365,0.135,21.395,0.157,115000,0.724,21.584,0.036,21.907,0.283,22.506,0.679,118840,,,,,,,,114720,,,,,,,,16416,9.337
b'PSO J103737.451-274459.250',b'74701594060470547',159.406,-27.749775,0.004,0.008,73,0.00656616502122,750,2,503635968,60,b'10 37 37.451',b'-27 44 59.25',0.001,0.001,56000.4026852,10,14,10,16,18,15,1.0,18.76,0.006,18.848,0.018,18.751,0.02,115000,1.0,18.103,0.006,18.202,0.007,18.107,0.007,115000,0.999,17.857,0.003,17.967,0.011,17.875,0.007,115000,1.0,17.722,0.008,17.852,0.018,17.753,0.009,115000,1.0,17.684,0.01,17.842,0.014,17.752,0.016,115000,9.337
b'PSO J103800.126-274330.513',b'74731595005800130',159.500529167,-27.7251416667,0.135,0.135,2,0.776831171268,750,1,268959744,32,b'',b'',,,56283.6443171,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.564,20.641,0.287,,,21.328,0.361,4120,,,,,,,,0,9.344
b'PSO J103702.592-273020.954',b'74991592607823348',159.260775,-27.5058166667,0.036,0.041,16,0.852514985811,750,12,436527104,52,b'10 37 02.592',b'-27 30 20.95',0.001,0.001,56234.1249653,5,0,3,8,5,0,,,,,,,,114720,1.0,21.534,0.101,,,23.091,0.434,115000,0.999,21.015,0.071,20.963,0.111,21.686,0.074,115000,0.999,20.651,0.027,20.719,0.025,20.739,0.123,115000,,,,,,,,114720,9.344
b'PSO J103819.478-273526.072',b'74891595813341738',159.581108333,-27.5905972222,0.01,0.012,59,0.592524526261,750,11,436527232,52,b'10 38 19.478',b'-27 35 26.07',0.001,0.001,55992.1825116,10,11,10,6,17,15,1.0,20.966,0.033,21.131,0.078,20.969,0.048,115000,1.0,19.853,0.016,19.971,0.025,19.863,0.018,115000,0.999,19.375,0.013,19.51,0.019,19.445,0.019,115000,1.0,19.154,0.015,19.25,0.042,19.136,0.037,115000,1.0,18.983,0.019,19.121,0.077,19.034,0.086,115000,9.344
b'PSO J103752.121-272654.028',b'75061594671802294',159.467104167,-27.4483333333,0.037,0.026,60,0.444271254767,750,11,436527104,52,b'10 37 52.122',b'-27 26 54.03',0.001,0.001,56009.2623611,5,9,8,14,13,16,1.0,19.165,0.009,19.246,0.017,19.171,0.024,115000,1.0,18.49,0.01,18.6,0.021,18.483,0.024,115000,1.0,18.226,0.003,18.304,0.006,18.213,0.005,115000,0.999,18.113,0.012,18.21,0.024,18.098,0.012,115000,0.999,18.014,0.025,18.036,0.057,17.965,0.039,115000,9.344
b'PSO J103707.207-274211.966',b'74751592800416404',159.280033333,-27.703325,0.292,0.292,2,0.345612338135,750,2,268959744,32,b'',b'',,,56058.9347569,0,0,0,1,0,1,,,,,,,,0,,,,,,,,0,0.617,20.777,,,,21.533,0.522,4112,,,,,,,,0,0.488,20.291,0.353,,,,,4120,9.345
b'PSO J103703.386-274112.350',b'74771592640526214',159.2640625,-27.6867472222,0.115,0.115,3,0.016955707238,750,2,436281344,52,b'10 37 03.401',b'-27 41 12.29',0.001,0.001,55684.9397685,3,0,0,0,3,0,,,,,,,,16416,,,,,,,,16416,,,,,,,,114720,0.999,21.063,0.093,21.029,0.121,21.012,0.028,115000,,,,,,,,114720,9.345
b'PSO J103818.489-273741.329',b'74841595770806616',159.5770375,-27.6281472222,0.163,0.163,2,0.624306406476,750,1,268959744,32,b'',b'',,,55677.2446875,0,0,0,0,0,2,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.707,19.513,0.045,,,19.178,0.074,4120,9.349
b'PSO J103656.502-273802.222',b'74831592354089452',159.235383333,-27.6339472222,0.024,0.028,25,0.580439146217,750,2,436527104,52,b'10 36 56.502',b'-27 38 02.22',0.001,0.001,55949.6856134,5,2,6,6,9,2,0.988,21.874,0.183,22.035,0.308,22.126,0.183,115000,0.999,21.051,0.048,21.206,0.1,21.159,0.083,115000,0.999,20.469,0.042,20.725,0.164,20.532,0.136,115000,1.0,20.069,0.039,20.24,0.084,20.225,0.091,115000,0.997,19.998,0.267,,,20.689,0.2,115000,9.351
b'PSO J103655.539-273419.036',b'74911592314083884',159.231370833,-27.5719472222,0.099,0.099,3,0.121634544918,750,12,436281344,52,b'10 36 55.544',b'-27 34 18.98',0.001,0.001,56181.3610417,2,0,0,2,1,0,,,,,,,,16416,,,,,,,,16416,0.999,21.583,0.135,22.197,0.322,22.008,0.232,115000,0.998,21.126,0.179,21.256,0.301,21.758,0.179,115000,,,,,,,,16416,9.352
b'PSO J103700.572-274015.545',b'74791592524985113',159.2523375,-27.670975,0.005,0.004,64,0.760178207196,750,2,436527104,52,b'10 37 00.573',b'-27 40 15.55',0.001,0.001,56058.4793981,5,10,12,15,13,14,1.0,20.731,0.029,20.943,0.036,20.832,0.102,115000,1.0,19.589,0.021,19.747,0.02,19.701,0.022,115000,0.999,18.803,0.006,18.92,0.017,18.813,0.014,115000,1.0,18.431,0.006,18.521,0.025,18.419,0.023,115000,1.0,18.223,0.031,18.277,0.082,18.194,0.067,115000,9.353
b'PSO J103818.132-273802.524',b'74831595755509493',159.575504167,-27.6340555556,0.006,0.006,74,0.353768208394,750,1,503635968,60,b'10 38 18.133',b'-27 38 02.52',0.001,0.001,56155.6134838,5,9,9,15,20,21,0.999,21.447,0.063,21.59,0.072,21.588,0.116,115000,0.999,20.317,0.02,20.525,0.072,20.388,0.032,115000,0.999,18.897,0.005,19.035,0.011,18.923,0.011,115000,1.0,18.242,0.005,18.351,0.011,18.252,0.011,115000,1.0,17.903,0.011,18.091,0.023,17.983,0.023,115000,9.353
b'PSO J103818.452-273331.995',b'74921595769789579',159.576820833,-27.5589083333,0.009,0.016,70,0.889105788329,750,11,436527104,52,b'10 38 18.453',b'-27 33 32.00',0.001,0.001,56101.8370718,5,12,8,16,18,16,0.999,21.358,0.033,21.372,0.054,21.236,0.055,115000,1.0,20.241,0.028,20.464,0.052,20.378,0.063,115000,0.999,19.172,0.009,19.303,0.023,19.196,0.018,115000,1.0,18.625,0.013,18.716,0.024,18.608,0.024,115000,1.0,18.344,0.028,18.41,0.033,18.319,0.03,115000,9.357
b'PSO J103702.661-274100.212',b'74781592611180278',159.261045833,-27.6833777778,0.144,0.144,2,0.472965773636,750,2,436285440,52,b'10 37 02.672',b'-27 40 59.92',0.001,0.001,56696.6914815,3,0,0,1,1,0,,,,,,,,16416,,,,,,,,16416,1.0,21.584,0.204,,,21.458,0.204,115000,1.0,21.289,0.203,,,22.22,0.203,115000,,,,,,,,114720,9.357
b'PSO J103716.096-274344.595',b'74721593171485624',159.317008333,-27.7290361111,0.013,0.017,75,0.992315697477,750,2,444915712,53,b'10 37 16.096',b'-27 43 44.60',0.001,0.001,56069.7693866,5,10,12,16,18,19,1.0,21.669,0.055,21.244,0.08,21.293,0.098,115000,1.0,20.146,0.039,19.826,0.038,19.761,0.047,16892216,0.999,19.608,0.02,19.134,0.049,19.071,0.029,16892216,1.0,19.303,0.034,18.853,0.023,18.847,0.027,16892216,1.0,19.11,0.065,18.657,0.063,18.63,0.068,16892216,9.358
b'PSO J103802.613-274308.844',b'74731595108577265',159.5108875,-27.7191222222,0.169,0.169,2,0.708116683837,750,1,268959744,32,b'',b'',,,55950.413044,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.747,20.859,0.2,,,21.717,0.111,4120,,,,,,,,0,9.361
b'PSO J103717.519-272722.700',b'75051593229312741',159.322954167,-27.4563111111,0.021,0.021,2,0.613812339132,750,12,302067712,36,b'',b'',,,55276.4035532,0,2,0,0,0,0,0.982,19.429,0.087,19.39,0.003,19.33,0.024,280,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,9.363
b'PSO J103655.241-273632.481',b'74861592300459398',159.230129167,-27.6090194444,0.008,0.009,54,0.0610224214019,750,2,168091648,20,b'10 36 55.242',b'-27 36 32.48',0.001,0.001,56136.2372222,10,0,12,16,13,13,,,,,,,,98336,1.0,20.885,0.031,20.985,0.087,20.96,0.089,115000,0.999,19.627,0.02,19.74,0.058,19.586,0.051,115000,1.0,19.063,0.023,19.28,0.045,19.278,0.044,115000,1.0,18.712,0.031,18.917,0.052,18.841,0.051,115000,9.364
b'PSO J103758.804-274342.789',b'74721594948896071',159.495020833,-27.7285527778,0.173,0.173,2,0.860380400773,750,1,268959744,32,b'',b'',,,56752.3576852,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.764,21.431,0.162,,,21.434,0.211,4120,,,,,,,,0,,,,,,,,0,9.364
b'PSO J103803.234-272814.904',b'75031595135375312',159.513420833,-27.4708083333,0.085,0.085,4,0.361200148576,750,11,436363264,52,b'10 38 03.228',b'-27 28 15.02',0.001,0.001,56221.8035532,2,0,0,0,4,0,,,,,,,,16416,,,,,,,,16416,,,,,,,,114720,1.0,20.912,0.037,20.993,0.022,20.907,0.143,115000,,,,,,,,16416,9.369
b'PSO J103729.300-272626.977',b'75071593721151578',159.372045833,-27.4408277778,0.154,0.154,2,0.410710962872,750,12,302067712,36,b'',b'',,,56752.3435532,0,0,1,1,0,0,,,,,,,,0,0.619,21.841,0.268,,,21.693,0.268,4120,0.991,21.231,0.153,19.297,0.074,20.015,0.153,16777496,,,,,,,,0,,,,,,,,0,9.37
b'PSO J103721.871-272655.656',b'75061593410111466',159.3410875,-27.4487916667,0.027,0.027,2,0.337185291887,750,12,302067712,36,b'',b'',,,55955.5310417,0,0,0,1,0,1,,,,,,,,0,,,,,,,,0,0.952,19.122,0.023,,,18.438,0.023,16777496,,,,,,,,0,0.731,19.844,0.18,19.775,0.168,19.616,0.18,4120,9.37
b'PSO J103742.376-274457.138',b'74701594265791273',159.426525,-27.7492027778,0.105,0.105,2,0.792973604792,750,1,302067712,36,b'',b'',,,56271.671088,0,0,0,0,0,2,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.999,18.818,0.187,18.479,0.097,18.168,0.002,280,9.37
b'PSO J103704.097-272950.963',b'75001592669963199',159.267020833,-27.4975472222,0.056,0.122,10,0.0709570469996,750,12,436527104,52,b'10 37 04.098',b'-27 29 50.96',0.001,0.001,56144.7624884,5,3,3,3,1,0,0.999,21.765,0.148,,,21.583,0.545,115000,0.998,21.181,0.152,,,20.441,0.131,16892216,0.998,21.055,0.026,21.018,0.093,20.771,0.047,115000,0.999,21.242,0.2,,,21.777,0.2,115000,,,,,,,,114720,9.371
b'PSO J103657.596-273852.810',b'74821592399952681',159.239929167,-27.6479861111,0.027,0.033,33,0.395602858994,750,2,436527104,52,b'10 36 57.597',b'-27 38 52.81',0.001,0.001,55824.5790857,5,4,9,8,12,0,0.999,21.795,0.095,21.42,0.189,21.706,0.178,115000,1.0,21.141,0.063,21.174,0.037,21.082,0.074,115000,0.999,20.685,0.012,20.519,0.175,20.451,0.106,115000,1.0,20.511,0.047,20.317,0.062,20.27,0.084,115000,,,,,,,,114720,9.373
b'PSO J103655.081-273611.485',b'74871592295386571',159.229454167,-27.603175,0.126,0.126,2,0.563303173113,750,2,436285440,52,b'10 36 55.077',b'-27 36 11.05',0.001,0.001,56345.9931597,4,0,0,0,2,0,,,,,,,,16416,,,,,,,,16416,,,,,,,,114720,0.999,20.799,0.123,,,20.587,0.0,115000,,,,,,,,16416,9.373
b'PSO J103817.331-273842.114',b'74821595721986265',159.572133333,-27.6450333333,0.043,0.032,76,0.719943299629,750,1,503635968,60,b'10 38 17.331',b'-27 38 42.11',0.001,0.001,56057.6315393,5,15,12,14,18,17,1.0,19.482,0.009,19.571,0.024,19.469,0.015,115000,0.999,18.249,0.004,18.362,0.016,18.27,0.009,115000,1.0,17.548,0.006,17.637,0.005,17.555,0.004,115000,1.0,17.223,0.004,17.317,0.01,17.228,0.009,115000,0.999,17.024,0.006,17.144,0.008,17.04,0.008,115000,9.373
b'PSO J103801.305-272755.663',b'75041595054401758',159.5053875,-27.4654694444,0.011,0.005,74,0.776675425262,750,11,503635968,60,b'10 38 01.306',b'-27 27 55.66',0.001,0.001,56092.3809606,5,14,10,14,20,16,0.999,19.955,0.02,20.065,0.047,20.029,0.049,115000,1.0,18.802,0.015,18.918,0.021,18.822,0.021,115000,1.0,18.284,0.005,18.369,0.012,18.269,0.01,115000,1.0,18.048,0.008,18.15,0.014,18.041,0.009,115000,1.0,17.889,0.016,18.055,0.035,17.935,0.031,115000,9.375
b'PSO J103713.127-272757.266',b'75041593046771229',159.3046875,-27.465925,0.04,0.04,4,0.769638136746,750,12,1375805440,164,b'10 37 13.139',b'-27 27 57.42',0.001,0.001,56752.353831,1,0,0,4,0,0,,,,,,,,16416,,,,,,,,16416,0.48,20.451,0.13,20.496,0.175,20.354,0.14,115256,,,,,,,,16416,,,,,,,,16416,9.377
b'PSO J103819.597-273604.492',b'74871595816468787',159.5816,-27.6012694444,0.007,0.006,66,0.567619687475,750,1,436527104,52,b'10 38 19.598',b'-27 36 04.49',0.001,0.001,56043.1580208,10,12,12,8,17,17,1.0,20.026,0.018,20.157,0.016,20.037,0.029,115000,1.0,19.236,0.012,19.353,0.019,19.258,0.014,115000,0.999,18.82,0.014,18.895,0.023,18.785,0.007,115000,0.999,18.682,0.017,18.773,0.018,18.661,0.017,115000,0.999,18.534,0.019,18.614,0.066,18.515,0.054,115000,9.377
b'PSO J103811.720-274106.729',b'74771595488078220',159.548833333,-27.6852027778,0.143,0.143,2,0.117066610714,750,1,277348352,33,b'',b'',,,56752.3487731,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.787,21.222,0.169,,,20.508,0.073,16781336,,,,,,,,0,,,,,,,,0,9.378
b'PSO J103742.267-274457.922',b'74701594261001021',159.426104167,-27.7494055556,0.04,0.024,54,0.28234446727,750,1,444915712,53,b'10 37 42.267',b'-27 44 57.92',0.001,0.001,55980.4039352,9,12,8,11,13,10,1.0,20.216,0.053,19.401,0.02,19.445,0.022,16892216,0.999,19.866,0.039,18.987,0.023,19.035,0.029,16892216,0.999,19.481,0.016,18.597,0.018,18.673,0.009,16892216,1.0,19.385,0.031,18.499,0.031,18.599,0.044,16892216,0.999,19.193,0.057,18.403,0.051,18.454,0.041,16892216,9.38
b'PSO J103728.098-272629.583',b'75071593669770432',159.367033333,-27.44155,0.116,0.116,2,0.384629051559,750,12,310456320,37,b'',b'',,,56330.3146644,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,1.0,21.232,0.246,19.669,0.054,20.161,0.12,16777496,,,,,,,,0,,,,,,,,0,9.381
b'PSO J103819.493-273629.317',b'74871595812250519',159.581175,-27.6081638889,0.023,0.037,33,0.649397757509,750,1,436527104,52,b'10 38 19.494',b'-27 36 29.32',0.001,0.001,56102.7677083,10,1,1,10,16,5,0.234,21.973,0.166,21.793,0.205,21.954,0.166,115256,0.998,21.547,0.139,21.555,0.243,21.237,0.139,115000,1.0,20.636,0.072,20.481,0.096,20.414,0.057,115000,1.0,20.2,0.04,19.946,0.086,19.925,0.075,115000,0.999,19.808,0.096,19.647,0.142,19.567,0.126,115000,9.382
b'PSO J103741.058-272618.185',b'75071594210834234',159.421008333,-27.4383833333,0.03,0.02,65,0.392154349379,750,11,503636096,60,b'10 37 41.059',b'-27 26 18.19',0.001,0.001,56057.2864699,10,12,9,12,15,17,1.0,18.192,0.006,18.292,0.009,18.211,0.009,115000,1.0,17.516,0.005,17.616,0.011,17.532,0.008,115000,1.0,17.254,0.003,17.328,0.004,17.249,0.003,115000,1.0,17.134,0.005,17.219,0.008,17.131,0.008,115000,1.0,17.065,0.01,17.21,0.022,17.094,0.022,115000,9.383
b'PSO J103819.634-273516.275',b'74891595818054882',159.58175,-27.5878666667,0.013,0.02,74,0.797823461516,750,11,503635968,60,b'10 38 19.634',b'-27 35 16.28',0.001,0.001,55999.508206,10,14,14,10,18,18,1.0,18.679,0.009,18.753,0.011,18.663,0.012,115000,1.0,18.149,0.005,18.264,0.009,18.166,0.006,115000,1.0,17.946,0.007,18.056,0.009,17.951,0.013,115000,1.0,17.852,0.006,17.948,0.011,17.857,0.006,115000,0.999,17.753,0.015,17.903,0.031,17.815,0.024,115000,9.383
b'PSO J103726.292-272635.383',b'75061593596518540',159.359504167,-27.4431611111,0.108,0.108,2,0.524022886086,750,12,310456320,37,b'',b'',,,55662.8249074,0,1,0,0,1,0,0.999,21.29,0.136,19.342,0.07,19.881,0.136,16777496,,,,,,,,0,,,,,,,,0,0.999,20.824,0.173,19.192,0.109,19.595,0.173,16777496,,,,,,,,0,9.383
b'PSO J103808.398-274201.647',b'74751595350009749',159.534945833,-27.7004666667,0.016,0.016,2,0.350129803969,750,1,268513280,32,b'',b'',,,55276.4007523,0,1,0,1,0,0,0.998,17.946,0.006,18.419,0.013,18.333,0.006,24,,,,,,,,0,0.655,21.8,0.242,,,22.299,0.242,4120,,,,,,,,0,,,,,,,,0,9.385
b'PSO J103716.124-274346.665',b'74721593170304974',159.317141667,-27.7296138889,0.021,0.021,4,0.6438038886,750,2,268513280,32,b'',b'',,,56728.4711343,0,0,2,2,0,0,,,,,,,,0,0.779,20.066,0.491,,,20.241,0.0,4120,0.999,21.13,0.166,21.007,0.165,21.019,0.166,4120,,,,,,,,0,,,,,,,,0,9.385
b'PSO J103816.262-273157.766',b'74961595677170912',159.5677125,-27.5327333333,0.133,0.133,2,0.455321111209,750,11,1375809536,164,b'10 38 16.255',b'-27 31 57.22',0.001,0.001,55601.5194792,1,0,1,1,0,0,,,,,,,,16416,0.955,21.159,0.181,21.404,0.325,21.563,0.181,16696,0.999,21.861,0.196,,,22.205,0.196,115000,,,,,,,,16416,,,,,,,,16416,9.385
b'PSO J103817.943-273259.837',b'74941595747190395',159.5747125,-27.5499722222,0.038,0.046,20,0.593978155958,750,11,436527104,52,b'10 38 17.942',b'-27 32 59.85',0.001,0.001,56106.642963,4,0,0,7,13,0,,,,,,,,16416,,,,,,,,114720,1.0,21.281,0.044,21.032,0.078,20.966,0.042,115000,1.0,20.618,0.042,20.573,0.08,20.474,0.085,115000,,,,,,,,114720,9.385
b'PSO J103713.445-272753.788',b'75041593061642326',159.305995833,-27.4649416667,0.018,0.016,44,0.250036121579,750,12,436527104,52,b'10 37 13.446',b'-27 27 53.79',0.001,0.001,56076.2846528,5,7,12,11,9,5,1.0,21.215,0.1,21.02,0.319,21.658,0.391,115000,1.0,20.364,0.054,20.18,0.111,20.249,0.108,115000,1.0,19.997,0.025,20.097,0.06,20.021,0.127,115000,1.0,19.815,0.062,19.829,0.106,19.82,0.058,115000,0.999,19.287,0.112,18.569,0.216,18.671,0.188,16892216,9.386
b'PSO J103717.346-272722.340',b'75051593222712853',159.322204167,-27.4561805556,0.068,0.043,61,0.17344256041,750,12,436527104,52,b'10 37 17.346',b'-27 27 22.34',0.001,0.001,55997.6402893,5,12,9,12,14,14,1.0,19.157,0.007,19.277,0.02,19.187,0.026,115000,0.999,18.634,0.026,18.754,0.04,18.85,0.042,115000,1.0,18.372,0.01,18.482,0.019,18.383,0.018,115000,1.0,18.287,0.011,18.374,0.02,18.274,0.028,115000,0.999,18.215,0.017,18.278,0.06,18.196,0.053,115000,9.389
b'PSO J103714.987-274337.956',b'74721593125127607',159.312366667,-27.7272,0.026,0.026,6,0.139643848072,750,2,436363264,52,b'10 37 14.987',b'-27 43 37.96',0.001,0.001,56447.3675694,3,2,2,0,2,0,0.999,20.878,0.021,21.073,0.012,21.062,0.176,115000,0.991,20.143,0.048,20.357,0.078,20.303,0.048,115000,,,,,,,,16416,0.998,19.815,0.058,19.988,0.101,19.924,0.058,114992,,,,,,,,16416,9.391
b'PSO J103811.691-274108.699',b'74771595487887478',159.548716667,-27.68575,0.063,0.063,3,0.148375583951,750,1,277348352,33,b'',b'',,,56714.1239815,0,0,0,2,0,1,,,,,,,,0,,,,,,,,0,0.787,20.389,0.048,,,19.906,0.014,16781336,,,,,,,,0,0.671,19.882,0.219,20.012,0.264,19.933,0.219,4120,9.392
b'PSO J103819.265-273700.323',b'74861595802660189',159.580225,-27.6167722222,0.007,0.007,71,0.11551749717,750,1,436527104,52,b'10 38 19.266',b'-27 37 00.32',0.001,0.001,56129.0945833,5,13,12,13,20,13,0.999,20.456,0.035,20.494,0.043,20.479,0.05,115000,1.0,19.794,0.016,19.858,0.04,19.783,0.029,115000,0.999,19.517,0.013,19.636,0.021,19.524,0.031,115000,1.0,19.399,0.018,19.5,0.023,19.379,0.028,115000,0.999,19.218,0.032,19.474,0.047,19.381,0.064,115000,9.392
b'PSO J103710.249-274253.008',b'74741592926932664',159.29265,-27.7146972222,0.011,0.025,54,0.833902018921,750,2,444915712,53,b'10 37 10.250',b'-27 42 53.01',0.001,0.001,55735.1923727,5,10,13,15,13,3,0.999,19.798,0.029,19.399,0.03,19.364,0.025,16892216,1.0,19.821,0.03,19.343,0.045,19.336,0.042,16892216,1.0,20.247,0.068,19.937,0.037,19.878,0.037,16892216,1.0,20.191,0.032,19.87,0.074,19.767,0.078,16892216,0.992,19.666,0.076,19.424,0.128,19.18,0.066,115000,9.394
b'PSO J103706.162-274201.678',b'74751592756309764',159.275679167,-27.7004666667,0.084,0.084,2,0.247551930368,750,2,268959744,32,b'',b'',,,55251.4501968,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.099,20.21,0.034,20.13,0.032,20.056,0.000262,4112,,,,,,,,0,,,,,,,,0,9.394
b'PSO J103726.814-272632.767',b'75061593617369454',159.361679167,-27.4424333333,0.109,0.109,2,0.963875357028,750,12,444674048,53,b'10 37 26.873',b'-27 26 32.63',0.001,0.001,55800.6392593,2,0,0,0,1,1,,,,,,,,16416,,,,,,,,16416,,,,,,,,114720,0.997,20.633,0.156,19.813,0.168,20.13,0.156,16892216,0.997,19.29,0.15,17.838,0.106,18.381,0.15,16793912,9.396
