objName,objID,raMean,decMean,raMeanErr,decMeanErr,nDetections,randomID,projectionID,skyCellID,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,epochMean,nStackDetections,ng,nr,ni,nz,ny,gQfPerfect,gMeanPSFMag,gMeanPSFMagErr,gMeanKronMag,gMeanKronMagErr,gMeanApMag,gMeanApMagErr,gFlags,rQfPerfect,rMeanPSFMag,rMeanPSFMagErr,rMeanKronMag,rMeanKronMagErr,rMeanApMag,rMeanApMagErr,rFlags,iQfPerfect,iMeanPSFMag,iMeanPSFMagErr,iMeanKronMag,iMeanKronMagErr,iMeanApMag,iMeanApMagErr,iFlags,zQfPerfect,zMeanPSFMag,zMeanPSFMagErr,zMeanKronMag,zMeanKronMagErr,zMeanApMag,zMeanApMagErr,zFlags,yQfPerfect,yMeanPSFMag,yMeanPSFMagErr,yMeanKronMag,yMeanKronMagErr,yMeanApMag,yMeanApMagErr,yFlags,Ang Sep (')
b'PSO J023625.721+150004.049',b'126000391072332087',39.1072416667,15.0010916667,0.099,0.099,2,0.912441832863,1600,79,436285440,52,b'02 36 25.722',b'+15 00 04.05',0.001,0.001,55470.3534375,4,0,0,1,1,0,,,,,,,,114720,,,,,,,,114720,0.998,21.442,0.112,19.611,0.066,20.343,0.112,16892208,0.999,20.763,0.199,,,21.358,0.199,114992,,,,,,,,16416,4.515
b'PSO J023659.775+150143.859',b'126030392489534971',39.2490875,15.0288138889,0.107,0.073,11,0.284611275685,1600,79,310697984,37,b'',b'',,,56385.9448148,0,0,0,5,4,2,,,,,,,,0,,,,,,,,0,0.999,20.197,0.058,19.469,0.062,19.527,0.071,16777496,0.999,20.409,0.011,19.163,0.028,19.357,0.051,16777496,0.997,19.899,0.144,19.336,0.282,19.261,0.102,16777496,4.518
b'PSO J023659.782+150143.970',b'126030392490695295',39.2491541667,15.0288555556,0.046,0.033,34,0.209659635285,1600,79,444915712,53,b'02 36 59.782',b'+15 01 43.97',0.001,0.001,55964.1598148,10,9,6,7,9,3,1.0,21.586,0.259,21.092,0.165,21.134,0.075,16892216,1.0,21.098,0.12,19.939,0.06,20.01,0.071,16892216,0.999,20.823,0.048,19.599,0.021,19.814,0.054,16892216,0.999,20.455,0.037,19.208,0.067,19.501,0.069,16892216,0.999,19.951,0.107,19.029,0.126,19.262,0.072,16892216,4.522
b'PSO J023658.404+150210.986',b'126040392433244016',39.2433791667,15.03635,0.068,0.068,2,0.00176891591565,1600,79,302067712,36,b'',b'',,,55477.5727546,0,2,0,0,0,0,0.961,20.605,0.124,21.076,0.22,20.675,0.063,280,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,4.523
b'PSO J023658.620+150207.714',b'126040392442243068',39.2442541667,15.035475,0.086,0.086,2,0.710599519974,1600,79,268959744,32,b'',b'',,,55720.2032986,0,0,1,1,0,0,,,,,,,,0,0.709,20.32,0.093,19.412,0.052,19.301,0.093,16781336,0.803,21.752,0.209,,,22.087,0.209,4120,,,,,,,,0,,,,,,,,0,4.529
b'PSO J023625.679+150005.278',b'126000391070072332',39.1070375,15.0014277778,0.108,0.108,2,0.0552272107966,1600,79,310456320,37,b'',b'',,,56135.8635532,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.998,21.674,0.013,20.467,0.0,20.786,0.073,16777496,,,,,,,,0,,,,,,,,0,4.53
b'PSO J023626.486+145742.830',b'125950391103584800',39.1103583333,14.9618972222,0.256,0.256,2,0.248271103248,1600,79,268959744,32,b'',b'',,,55935.2062963,0,0,0,0,0,2,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.47,20.568,0.287,,,21.369,0.107,4120,4.531
b'PSO J023658.864+150203.845',b'126040392452451700',39.2452666667,15.0344027778,0.15,0.15,2,0.860577516128,1600,79,268959744,32,b'',b'',,,56932.4033681,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.842,21.837,0.044,,,23.709,0.0,4120,,,,,,,,0,,,,,,,,0,4.534
b'PSO J023659.352+150154.752',b'126030392472658679',39.2473,15.031875,0.165,0.165,2,0.67681295674,1600,79,268959744,32,b'',b'',,,56932.402338,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.754,21.914,0.082,,,22.752,0.35,4120,,,,,,,,0,,,,,,,,0,4.537
b'PSO J023652.689+150317.525',b'126060392195346351',39.2195833333,15.0548583333,0.004,0.007,67,0.818571131507,1600,79,503635968,60,b'02 36 52.689',b'+15 03 17.53',0.001,0.001,55956.2022454,5,14,8,14,15,16,1.0,18.225,0.006,18.301,0.005,18.226,0.004,115000,0.999,17.619,0.004,17.679,0.005,17.617,0.004,115000,1.0,17.345,0.004,17.411,0.004,17.345,0.004,115000,0.999,17.211,0.003,17.3,0.007,17.228,0.004,115000,0.999,17.111,0.007,17.21,0.012,17.128,0.006,115000,4.537
b'PSO J023636.691+150325.299',b'126060391528568968',39.1528916667,15.0570416667,0.103,0.103,2,0.50537655829,1600,79,1375810048,164,b'02 36 36.692',b'+15 03 25.30',0.001,0.001,55889.2765046,1,1,0,0,1,0,0.999,21.677,0.101,21.725,0.18,21.642,0.101,115000,,,,,,,,16416,,,,,,,,16416,0.59,20.397,0.129,,,20.951,0.129,20536,,,,,,,,16416,4.539
b'PSO J023658.361+150213.145',b'126040392430954836',39.243175,15.0369861111,0.152,0.152,2,0.629685269324,1600,79,268959744,32,b'',b'',,,56932.4034838,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.499,21.877,0.018,,,22.316,0.014,4120,,,,,,,,0,,,,,,,,0,4.539
b'PSO J023658.984+150202.406',b'126040392457421409',39.2457666667,15.0340027778,0.168,0.168,2,0.104737503552,1600,79,268959744,32,b'',b'',,,56932.4278704,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.835,22.096,0.031,,,22.916,0.116,4120,,,,,,,,0,,,,,,,,0,4.542
b'PSO J023659.250+150157.572',b'126030392469609642',39.2468791667,15.0326583333,0.194,0.194,2,0.737716041261,1600,79,268959744,32,b'',b'',,,56932.4274306,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.787,22.217,0.01,,,22.744,0.285,4120,,,,,,,,0,,,,,,,,0,4.545
b'PSO J023625.815+145811.417',b'125960391075564308',39.1075833333,14.9698055556,0.005,0.006,59,0.0134424045807,1600,79,444915712,53,b'02 36 25.815',b'+14 58 11.42',0.001,0.001,56080.3770139,5,12,8,18,11,10,0.999,20.099,0.029,19.71,0.054,19.644,0.028,16892216,0.999,19.338,0.034,18.854,0.014,18.914,0.02,16892216,1.0,18.961,0.014,18.344,0.013,18.431,0.034,16892216,1.0,18.64,0.031,18.026,0.029,18.094,0.019,16892216,0.999,18.5,0.047,17.909,0.031,17.999,0.029,16892216,4.548
b'PSO J023659.908+150144.454',b'126030392494955055',39.2496208333,15.0290138889,0.089,0.089,4,0.722988098602,1600,79,268959744,32,b'',b'',,,56719.0640741,0,0,0,3,1,0,,,,,,,,0,,,,,,,,0,0.844,21.6,0.118,,,21.931,0.077,4120,0.845,21.017,0.189,,,20.346,0.189,16781336,,,,,,,,0,4.55
b'PSO J023655.604+145538.749',b'125910392316443442',39.2317083333,14.9273888889,0.036,0.053,17,0.088022290811,1600,79,436527104,52,b'02 36 55.603',b'+14 55 38.68',0.001,0.001,56291.7903241,3,0,2,10,5,0,,,,,,,,16416,0.998,21.721,0.006,21.835,0.029,21.707,0.091,115000,0.999,21.393,0.047,21.088,0.061,21.098,0.058,115000,0.999,21.137,0.102,20.894,0.118,20.917,0.089,115000,,,,,,,,16416,4.553
b'PSO J023702.971+145857.369',b'125970392624329497',39.2624083333,14.9825666667,0.111,0.111,2,0.614154487489,1600,78,444674048,53,b'02 37 02.931',b'+14 58 57.59',0.001,0.001,55878.0822106,4,0,0,0,2,0,,,,,,,,16416,,,,,,,,16416,,,,,,,,114720,0.998,20.779,0.148,20.367,0.223,20.395,0.148,16892216,,,,,,,,16416,4.562
b'PSO J023625.793+150022.486',b'126000391074957978',39.1075083333,15.0062027778,0.049,0.062,14,0.0868263990496,1600,79,436527104,52,b'02 36 25.802',b'+15 00 22.39',0.001,0.001,56346.0795139,3,0,0,9,4,1,,,,,,,,16416,,,,,,,,16416,0.999,21.583,0.081,21.412,0.098,21.321,0.151,115000,0.999,21.188,0.045,20.865,0.06,20.755,0.169,115000,0.999,20.089,0.19,19.944,0.294,20.004,0.19,115000,4.565
b'PSO J023703.033+145913.152',b'125980392626514815',39.2626708333,14.98695,0.115,0.115,2,0.715168264429,1600,78,310456320,37,b'',b'',,,55897.2804977,0,0,1,1,0,0,,,,,,,,0,0.277,21.524,0.145,20.746,0.162,20.894,0.145,16777752,0.179,21.789,0.184,21.053,0.215,21.16,0.184,16777752,,,,,,,,0,,,,,,,,0,4.567
b'PSO J023625.960+150031.561',b'126010391080691131',39.1081708333,15.0087666667,0.169,0.169,2,0.310823171689,1600,79,268959744,32,b'',b'',,,56113.0323495,0,0,0,1,0,1,,,,,,,,0,,,,,,,,0,0.826,21.759,0.218,,,22.01,0.218,4120,,,,,,,,0,0.782,20.117,0.265,,,20.923,0.265,4120,4.568
b'PSO J023702.991+145855.840',b'125970392623919137',39.2624916667,14.9821416667,0.12,0.12,2,0.779398671146,1600,78,302067712,36,b'',b'',,,55889.3522222,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.999,20.988,0.113,20.699,0.13,20.574,0.049,280,,,,,,,,0,4.569
b'PSO J023701.606+150100.848',b'126020392566120878',39.2566958333,15.0169027778,0.141,0.141,2,0.643119818199,1600,78,268959744,32,b'',b'',,,56663.3649537,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.735,21.175,0.026,,,21.003,0.326,4120,,,,,,,,0,,,,,,,,0,4.573
b'PSO J023640.244+150343.876',b'126070391676665042',39.1676583333,15.0621638889,0.074,0.049,15,0.85307763317,1600,79,444915712,53,b'02 36 40.245',b'+15 03 43.88',0.001,0.001,56339.7399769,5,0,2,9,4,0,,,,,,,,114720,0.999,22.069,0.097,21.634,0.285,21.776,0.106,115000,0.999,21.478,0.082,20.741,0.124,20.789,0.1,16892216,0.998,21.168,0.143,20.697,0.171,20.748,0.351,16892216,,,,,,,,114720,4.573
b'PSO J023657.471+150229.421',b'126050392392990508',39.2395208333,15.0416916667,0.025,0.025,4,0.870524161375,1600,79,1375887360,164,b'02 36 57.471',b'+15 02 29.42',0.001,0.001,55939.7466435,3,1,0,0,2,1,0.998,21.253,0.123,,,,,115000,,,,,,,,16416,,,,,,,,16416,0.171,18.929,0.044,19.263,0.198,19.35,0.112,16952,0.231,19.405,0.087,20.366,0.279,20.34,0.087,114744,4.577
b'PSO J023626.865+150109.096',b'126020391119253563',39.111975,15.0191694444,0.009,0.009,42,0.0368964067073,1600,79,436527104,52,b'02 36 26.865',b'+15 01 09.10',0.001,0.001,56208.4476736,5,0,3,17,8,14,,,,,,,,114720,0.999,21.415,0.007,21.519,0.032,21.379,0.008,115000,1.0,20.065,0.022,20.143,0.053,19.996,0.043,115000,0.999,19.361,0.019,19.391,0.03,19.288,0.012,115000,0.999,19.01,0.016,19.027,0.056,18.871,0.048,115000,4.578
b'PSO J023700.432+150135.453',b'126030392517602315',39.2518041667,15.0265138889,0.174,0.174,2,0.321432574951,1600,79,268959744,32,b'',b'',,,56932.4198843,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.808,22.084,0.106,,,23.538,0.837,4120,,,,,,,,0,,,,,,,,0,4.578
b'PSO J023701.565+150103.626',b'126020392563671700',39.2565333333,15.0176444444,0.09,0.09,4,0.605642534425,1600,78,436363264,52,b'02 37 01.559',b'+15 01 03.73',0.001,0.001,56360.8502431,6,0,0,2,2,0,,,,,,,,16416,,,,,,,,16416,0.998,21.75,0.109,,,21.359,0.378,115000,0.997,21.373,0.071,21.79,0.331,22.328,0.375,115000,,,,,,,,114720,4.582
b'PSO J023702.765+145823.510',b'125960392615118439',39.261525,14.9731888889,0.051,0.051,22,0.44755667676,1600,78,444915712,53,b'02 37 02.765',b'+14 58 23.51',0.001,0.001,56003.6779745,10,0,5,12,5,0,,,,,,,,114720,0.999,21.718,0.162,21.035,0.13,21.072,0.114,16892216,1.0,20.947,0.12,20.444,0.067,20.378,0.064,16892216,0.998,21.091,0.117,20.088,0.012,20.303,0.083,16892216,,,,,,,,114720,4.583
b'PSO J023657.158+150235.705',b'126050392381052242',39.2381583333,15.0432527778,0.163,0.163,2,0.0768124713346,1600,79,268959744,32,b'',b'',,,56932.4157755,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.78,21.89,0.011,,,22.422,0.214,4120,,,,,,,,0,,,,,,,,0,4.589
b'PSO J023701.854+150055.391',b'126010392577338769',39.257725,15.0153861111,0.094,0.094,3,0.103344497367,1600,78,268959744,32,b'',b'',,,56549.1845718,0,1,0,0,1,1,0.812,20.707,0.109,20.461,0.099,20.029,0.109,16781336,,,,,,,,0,,,,,,,,0,0.471,21.608,0.382,,,22.06,0.382,4120,0.691,19.65,0.207,,,19.816,0.207,4120,4.594
b'PSO J023626.733+150107.368',b'126020391114672961',39.1114291667,15.0186777778,0.112,0.112,3,0.00420864485596,1600,79,302067712,36,b'',b'',,,55483.5092245,0,0,0,3,0,0,,,,,,,,0,,,,,,,,0,0.999,21.233,0.111,,,22.66,0.111,16777496,,,,,,,,0,,,,,,,,0,4.595
b'PSO J023626.404+150056.580',b'126010391100269384',39.11005,15.0156833333,0.006,0.002,55,0.756821441238,1600,79,503635968,60,b'02 36 26.405',b'+15 00 56.58',0.001,0.001,56075.0505787,5,13,5,14,11,12,1.0,18.196,0.007,18.273,0.007,18.2,0.007,115000,0.999,17.258,0.005,17.309,0.008,17.264,0.005,115000,0.999,16.862,0.002,16.923,0.004,16.863,0.003,115000,1.0,16.649,0.003,16.72,0.009,16.654,0.003,115000,0.999,16.504,0.004,16.58,0.006,16.512,0.005,115000,4.599
b'PSO J023626.236+150050.644',b'126010391093357346',39.1093541667,15.0140277778,0.115,0.115,2,0.00446031988082,1600,79,436285440,52,b'02 36 26.236',b'+15 00 50.57',0.001,0.001,56027.7217593,2,0,0,1,1,0,,,,,,,,16416,,,,,,,,16416,0.998,21.955,0.166,21.802,0.305,21.614,0.166,114992,0.999,21.275,0.158,21.16,0.295,21.086,0.158,115000,,,,,,,,16416,4.601
b'PSO J023644.729+145439.392',b'125890391863833635',39.1864041667,14.9109027778,0.066,0.066,2,0.62696055195,1600,79,302067712,36,b'',b'',,,55952.4652662,0,0,0,1,0,1,,,,,,,,0,,,,,,,,0,0.0,22.949,0.273,,,,,536,,,,,,,,0,0.0,20.242,0.066,21.128,0.239,20.437,0.066,536,4.602
b'PSO J023656.642+150243.720',b'126050392360005054',39.2360458333,15.0454472222,0.147,0.147,4,0.737052563333,1600,79,436285440,52,b'02 36 56.672',b'+15 02 43.73',0.001,0.001,55483.5092245,6,0,0,4,0,0,,,,,,,,16416,,,,,,,,16416,0.999,21.655,0.146,20.054,0.09,20.563,0.146,16892216,,,,,,,,114720,,,,,,,,114720,4.605
b'PSO J023632.897+150258.871',b'126060391370070176',39.1371041667,15.0496527778,0.102,0.102,3,0.2382034941,1600,79,444669952,53,b'02 36 32.891',b'+15 02 58.91',0.001,0.001,56018.4958681,3,0,0,2,1,0,,,,,,,,16416,,,,,,,,16416,0.999,21.797,0.002,20.666,0.044,20.956,0.058,16892216,0.938,21.55,0.191,,,22.173,0.191,115000,,,,,,,,114720,4.607
b'PSO J023656.077+150250.793',b'126050392337027120',39.2336875,15.0474111111,0.18,0.18,2,0.793337201507,1600,79,302067712,36,b'',b'',,,55483.5210995,0,0,0,1,1,0,,,,,,,,0,,,,,,,,0,0.998,21.913,0.179,20.517,0.123,21.06,0.179,16777488,0.744,21.564,0.353,,,22.457,0.353,4112,,,,,,,,0,4.607
b'PSO J023625.002+145909.580',b'125980391043833690',39.1042125,14.9859583333,0.219,0.219,2,0.00549510308122,1600,79,302067712,36,b'',b'',,,55889.2765046,0,1,0,0,1,0,0.854,22.386,0.219,22.315,0.24,22.085,0.219,280,,,,,,,,0,,,,,,,,0,0.826,20.82,0.188,,,21.62,0.188,4120,,,,,,,,0,4.618
b'PSO J023658.216+150222.772',b'126040392425728188',39.2426,15.0396305556,0.116,0.116,2,0.846510235077,1600,79,310456320,37,b'',b'',,,55483.514537,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.998,21.777,0.072,20.071,0.23,20.643,0.178,16777488,,,,,,,,0,,,,,,,,0,4.62
b'PSO J023637.233+145456.602',b'125890391551289318',39.1551375,14.9157222222,0.195,0.195,2,0.93811838975,1600,79,268959744,32,b'',b'',,,55889.2832292,0,2,0,0,0,0,0.611,22.12,0.149,,,,,4120,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,4.621
b'PSO J023634.922+150318.529',b'126060391455026652',39.1455416667,15.0551166667,0.076,0.076,2,0.34176092813,1600,79,302069248,36,b'',b'',,,55889.3123148,0,1,1,0,0,0,0.503,21.948,0.258,,,22.466,0.258,4120,0.999,21.254,0.075,21.047,0.129,20.956,0.075,16777496,,,,,,,,0,,,,,,,,0,,,,,,,,0,4.622
b'PSO J023651.668+145500.154',b'125900392153360461',39.2152875,14.9167083333,0.133,0.133,3,0.568846772023,1600,79,268959744,32,b'',b'',,,56070.8106366,0,0,0,1,2,0,,,,,,,,0,,,,,,,,0,0.674,21.239,0.24,,,22.302,0.24,4120,0.679,21.227,0.074,,,22.135,0.477,4112,,,,,,,,0,4.625
b'PSO J023643.303+145437.535',b'125890391804383009',39.1804583333,14.9103861111,0.067,0.067,2,0.597624108752,1600,79,302067712,36,b'',b'',,,55935.2002431,0,0,0,1,0,1,,,,,,,,0,,,,,,,,0,0.0,22.806,0.265,,,,,4120,,,,,,,,0,0.0,19.575,0.065,20.793,0.266,21.159,0.065,536,4.635
b'PSO J023649.006+150344.271',b'126070392041915267',39.2042458333,15.0622916667,0.004,0.006,74,0.612810873066,1600,79,503635968,60,b'02 36 49.007',b'+15 03 44.27',0.001,0.001,56136.5742824,5,14,8,22,14,16,1.0,18.128,0.006,18.193,0.008,18.127,0.01,115000,0.998,17.456,0.007,17.526,0.005,17.475,0.009,115000,0.999,17.165,0.003,17.234,0.004,17.169,0.003,115000,0.999,17.016,0.005,17.083,0.004,17.017,0.000877,115000,0.999,16.901,0.007,17.016,0.014,16.925,0.008,115000,4.637
b'PSO J023633.191+150305.113',b'126060391383012203',39.1383333333,15.0513888889,0.183,0.183,2,0.693041125027,1600,79,310456320,37,b'',b'',,,55483.5210995,0,0,0,1,0,1,,,,,,,,0,,,,,,,,0,0.999,22.014,0.182,21.0,0.179,21.285,0.182,16777488,,,,,,,,0,0.715,20.691,0.236,,,,,4120,4.651
b'PSO J023659.276+150207.613',b'126040392471352821',39.2470125,15.0354166667,0.148,0.148,2,0.367080210119,1600,79,310456320,37,b'',b'',,,55477.6007639,0,1,1,0,0,0,0.727,21.011,0.126,,,20.256,0.126,16781336,0.863,21.307,0.148,20.445,0.112,20.651,0.148,16777496,,,,,,,,0,,,,,,,,0,,,,,,,,0,4.651
b'PSO J023703.383+145918.213',b'125980392640216478',39.264125,14.9883555556,0.117,0.117,2,0.811704856168,1600,78,302067712,36,b'',b'',,,55897.2599306,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.177,21.633,0.16,,,21.647,0.319,536,,,,,,,,0,,,,,,,,0,4.652
b'PSO J023637.162+145454.862',b'125890391548108862',39.1548416667,14.9152388889,0.189,0.189,2,0.347680164825,1600,79,268959744,32,b'',b'',,,55879.3232407,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.55,21.572,0.062,,,22.069,0.278,4120,,,,,,,,0,,,,,,,,0,4.654
b'PSO J023703.286+145845.643',b'125970392636715707',39.263725,14.9793083333,0.033,0.033,20,0.175543005742,1600,78,436527104,52,b'02 37 03.286',b'+14 58 45.57',0.001,0.001,56256.4481481,6,0,0,8,9,3,,,,,,,,16416,,,,,,,,16416,0.999,21.439,0.075,21.268,0.129,21.359,0.078,115000,0.999,20.757,0.027,20.686,0.261,20.768,0.153,115000,0.998,20.343,0.061,,,19.996,0.252,115000,4.655
b'PSO J023626.823+150119.124',b'126020391119486769',39.1118041667,15.0219527778,0.019,0.014,40,0.955041103954,1600,79,444915712,53,b'02 36 26.824',b'+15 01 19.12',0.001,0.001,56113.1704861,5,3,6,18,6,7,0.998,22.248,0.058,,,21.76,0.598,115000,0.999,21.06,0.044,20.64,0.097,20.646,0.054,16892216,0.999,20.362,0.014,20.004,0.036,19.955,0.02,16892216,0.999,19.991,0.026,19.706,0.032,19.64,0.037,16892216,0.999,19.851,0.055,19.495,0.142,19.543,0.097,115000,4.658
b'PSO J023645.776+150353.789',b'126070391907038509',39.1907708333,15.0649305556,0.01,0.011,62,0.800437772461,1600,79,444915712,53,b'02 36 45.777',b'+15 03 53.79',0.001,0.001,56121.5051042,5,12,8,22,14,6,1.0,21.251,0.055,21.018,0.049,20.952,0.062,115000,1.0,20.626,0.054,20.314,0.039,20.297,0.037,16892216,0.999,20.267,0.037,19.809,0.025,19.786,0.027,16892216,0.999,20.14,0.042,19.596,0.032,19.609,0.017,16892216,1.0,19.948,0.067,19.424,0.113,19.537,0.087,16892216,4.659
b'PSO J023632.275+145534.709',b'125910391344732107',39.1345125,14.9262694444,0.108,0.108,3,0.235228199731,1600,79,436281344,52,b'02 36 32.278',b'+14 55 34.53',0.001,0.001,55976.2278588,3,0,0,2,1,0,,,,,,,,16416,,,,,,,,114720,0.999,21.598,0.237,21.78,0.1,21.644,0.265,115000,0.999,20.231,0.192,20.168,0.271,20.457,0.192,114992,,,,,,,,16416,4.66
b'PSO J023702.522+150041.050',b'126010392605034200',39.2605458333,15.0113916667,0.015,0.002,60,0.760135528408,1600,78,436527104,52,b'02 37 02.522',b'+15 00 41.05',0.001,0.001,56081.7700231,10,10,6,16,16,12,1.0,19.451,0.013,19.539,0.033,19.452,0.014,115000,1.0,18.732,0.002,18.809,0.014,18.723,0.008,115000,0.999,18.378,0.005,18.46,0.007,18.379,0.007,115000,0.999,18.187,0.007,18.291,0.014,18.196,0.013,115000,1.0,18.046,0.008,18.137,0.02,18.032,0.016,115000,4.668
b'PSO J023644.535+145434.975',b'125890391855682157',39.1855958333,14.909675,0.133,0.133,3,0.593708435626,1600,79,302067712,36,b'',b'',,,56233.3391782,0,0,1,1,1,0,,,,,,,,0,0.602,19.826,0.054,19.87,0.049,19.659,0.054,4120,0.0,22.309,0.132,,,,,536,0.549,21.793,0.291,,,22.789,0.291,4120,,,,,,,,0,4.674
b'PSO J023650.512+145450.416',b'125890392105887409',39.2104708333,14.9140055556,0.167,0.167,2,0.185073984028,1600,79,268959744,32,b'',b'',,,56524.1651736,0,0,0,0,1,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.772,21.738,0.26,,,22.316,0.26,4120,0.748,20.494,0.216,,,,,4120,4.675
b'PSO J023644.671+145434.664',b'125890391862382031',39.1861625,14.9095888889,0.169,0.169,2,0.69534334512,1600,79,302067712,36,b'',b'',,,56233.3352662,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.0,23.125,0.35,,,,,536,,,,,,,,0,,,,,,,,0,4.68
b'PSO J023636.543+150334.009',b'126070391522271763',39.1522625,15.0594472222,0.109,0.109,2,0.223558490373,1600,79,268959744,32,b'',b'',,,55530.2836111,0,0,0,2,0,0,,,,,,,,0,,,,,,,,0,0.711,20.949,0.037,21.099,0.061,20.802,0.046,4120,,,,,,,,0,,,,,,,,0,4.686
b'PSO J023649.645+145445.754',b'125890392068025737',39.2068833333,14.9126722222,0.021,0.021,2,0.319163203537,1600,79,268513280,32,b'',b'',,,56523.5659491,0,0,0,0,1,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.852,18.651,0.015,18.937,0.031,18.842,0.015,24,0.567,20.064,0.247,20.081,0.23,20.523,0.247,4120,4.688
b'PSO J023637.117+150337.666',b'126070391546083107',39.1546541667,15.0604638889,0.096,0.096,2,0.356813258824,1600,79,277348352,33,b'',b'',,,55533.0241435,0,1,0,0,1,0,0.729,20.81,0.1,20.74,0.086,20.333,0.1,16781336,,,,,,,,0,,,,,,,,0,0.674,21.891,0.338,,,,,4112,,,,,,,,0,4.69
b'PSO J023625.000+150005.483',b'126000391041732345',39.1042041667,15.0014888889,0.081,0.081,3,0.821862527935,1600,79,302063616,36,b'',b'',,,55581.5137037,0,0,0,0,2,1,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.045,20.5,0.131,20.148,0.205,20.173,0.131,536,0.101,20.037,0.172,,,19.646,0.172,536,4.692
b'PSO J023625.042+150012.093',b'126000391043824653',39.1043791667,15.0033222222,0.025,0.025,2,0.475979027782,1600,79,310456320,37,b'',b'',,,55811.6359491,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.947,18.327,0.02,16.295,0.011,17.393,0.02,16777488,,,,,,,,0,4.703
b'PSO J023644.500+145432.893',b'125890391853821560',39.1854208333,14.9091361111,0.036,0.036,2,0.394679993759,1600,79,268959744,32,b'',b'',,,55508.2976042,0,2,0,0,0,0,0.462,19.461,0.162,19.741,0.107,19.523,0.122,4120,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,4.707
b'PSO J023646.915+150354.886',b'126070391955938661',39.1955166667,15.0652138889,0.113,0.113,2,0.873811300726,1600,79,302067712,36,b'',b'',,,55897.2858102,0,0,2,0,0,0,,,,,,,,0,0.502,21.628,0.195,,,21.472,0.033,536,,,,,,,,0,,,,,,,,0,,,,,,,,0,4.708
b'PSO J023627.785+145641.337',b'125930391157514368',39.1157833333,14.9447638889,0.028,0.027,32,0.751203072026,1600,79,436527104,52,b'02 36 27.785',b'+14 56 41.34',0.001,0.001,56091.0037269,4,1,7,18,5,1,0.998,22.385,0.197,22.3,0.319,22.117,0.197,115000,0.999,21.605,0.059,21.368,0.081,21.252,0.065,16892216,0.999,21.246,0.028,21.087,0.059,21.019,0.055,115000,0.999,21.037,0.077,21.104,0.232,21.074,0.168,115000,0.893,20.441,0.18,20.518,0.225,20.404,0.18,16696,4.709
b'PSO J023628.032+145635.247',b'125930391167012322',39.1168333333,14.9430888889,0.265,0.265,2,0.80988792778,1600,79,302067712,36,b'',b'',,,55811.6359491,0,0,0,0,2,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,0.869,21.423,0.264,,,21.409,0.264,272,,,,,,,,0,4.714
b'PSO J023637.203+150339.709',b'126070391551033675',39.1550166667,15.0610305556,0.097,0.097,2,0.965053766002,1600,79,268959744,32,b'',b'',,,55510.7171065,0,1,1,0,0,0,0.685,20.853,0.124,20.287,0.085,19.877,0.124,16781336,0.639,20.972,0.151,20.885,0.121,20.624,0.151,4120,,,,,,,,0,,,,,,,,0,,,,,,,,0,4.714
b'PSO J023646.921+150355.977',b'126070391953969312',39.1955416667,15.0655166667,0.068,0.068,2,0.238739365934,1600,79,1375809536,164,b'02 36 46.917',b'+15 03 55.76',0.001,0.001,55897.2604861,1,0,0,2,0,0,,,,,,,,16416,,,,,,,,16416,0.591,21.266,0.117,21.035,0.163,20.922,0.081,115256,,,,,,,,16416,,,,,,,,16416,4.726
b'PSO J023656.612+150253.757',b'126050392357498454',39.2359166667,15.0482333333,0.155,0.155,2,0.0677952534219,1600,79,302067712,36,b'',b'',,,55483.5210995,0,1,0,1,0,0,0.495,21.029,0.216,,,20.56,0.216,4120,,,,,,,,0,0.998,21.733,0.154,20.02,0.088,20.844,0.154,16777488,,,,,,,,0,,,,,,,,0,4.727
